DateTime,month,TOU_period,TOU_price,lake_ontario_outflow,upstream_level,downstream_level,hydraulic_head,power_MW,energy_kWh,revenue_actual,optimized_flow,optimized_upstream_level,optimized_downstream_level,optimized_head,optimized_power_MW,optimized_energy_kWh,optimized_revenue,flow_diff,power_diff_MW,energy_diff_kWh,revenue_diff,revenue_improvement_pct,feasible
2024-01-01 00:00:00,1,Off-Peak,0.098,261000.0,72.88,46.81,26.07,66616.3889226,66616388.9226,6528406.1144148,252875.73269413944,73.10426786460246,46.81739240053385,26.29523513297569,65100.415649732946,65100415.64973295,6379840.733673829,-8124.267305860558,-1515.973272867057,-1515973.2728670537,-148565.3807409713,-2.2756761472442277,True
2024-01-01 01:00:00,1,Off-Peak,0.098,261000.0,72.88,46.812,26.068,66611.27834424,66611278.344239995,6527905.27773552,252875.73269413944,73.10426786460246,46.81739240053385,26.29523513297569,65100.415649732946,65100415.64973295,6379840.733673829,-8124.267305860558,-1510.86269450705,-1510862.6945070475,-148064.5440616915,-2.268178500792431,True
2024-01-01 02:00:00,1,Off-Peak,0.098,261000.0,72.87,46.811,26.059000000000005,66588.28074162001,66588280.74162001,6525651.512678761,252875.73269413944,73.10426786460246,46.81739240053385,26.29523513297569,65100.415649732946,65100415.64973295,6379840.733673829,-8124.267305860558,-1487.8650918870626,-1487865.0918870643,-145810.77900493238,-2.234424849712477,True
2024-01-01 03:00:00,1,Off-Peak,0.098,261000.0,72.87,46.814,26.056000000000004,66580.61487408001,66580614.87408001,6524900.257659841,252875.73269413944,73.10426786460246,46.81739240053385,26.29523513297569,65100.415649732946,65100415.64973295,6379840.733673829,-8124.267305860558,-1480.1992243470668,-1480199.2243470624,-145059.52398601267,-2.223168450977032,True
2024-01-01 04:00:00,1,Off-Peak,0.098,261000.0,72.87,46.816,26.05400000000001,66575.50429572002,66575504.29572002,6524399.420980562,252875.73269413944,73.10426786460246,46.81739240053385,26.29523513297569,65100.415649732946,65100415.64973295,6379840.733673829,-8124.267305860558,-1475.0886459870744,-1475088.645987071,-144558.6873067338,-2.2156627450164272,True
2024-01-01 05:00:00,1,Off-Peak,0.098,261000.0,72.87,46.817,26.053000000000004,66572.94900654,66572949.00654001,6524149.002640921,252875.73269413944,73.10426786460246,46.81739240053385,26.29523513297569,65100.415649732946,65100415.64973295,6379840.733673829,-8124.267305860558,-1472.5333568070564,-1472533.3568070605,-144308.26896709204,-2.211909459895494,True
2024-01-01 06:00:00,1,Off-Peak,0.098,261000.0,72.87,46.819,26.05100000000001,66567.83842818002,66567838.428180024,6523648.165961643,252875.73269413944,73.10426786460246,46.81739240053385,26.29523513297569,65100.415649732946,65100415.64973295,6379840.733673829,-8124.267305860558,-1467.4227784470786,-1467422.7784470767,-143807.4322878141,-2.204402025206637,True
2024-01-01 07:00:00,1,On-Peak,0.203,261000.0,72.87,46.817,26.053000000000004,66572.94900654,66572949.00654001,13514308.648327624,301894.15090686164,73.26009344741057,46.944759910933904,26.29523513297569,77719.73410367256,77719734.10367255,15777106.023045532,40894.15090686164,11146.785097132553,11146785.097132541,2262797.374717908,16.743715373097725,True
2024-01-01 08:00:00,1,On-Peak,0.203,261000.0,72.86,46.827,26.033,66521.84322294,66521843.222940005,13503934.174256822,301894.15090686164,73.26009344741057,46.944759910933904,26.29523513297569,77719.73410367256,77719734.10367255,15777106.023045532,40894.15090686164,11197.89088073255,11197890.880732544,2273171.8487887103,16.833404395010778,True
2024-01-01 09:00:00,1,On-Peak,0.203,261000.0,72.85,46.825,26.025,66501.4009095,66501400.9095,13499784.3846285,301894.15090686164,73.26009344741057,46.944759910933904,26.29523513297569,77719.73410367256,77719734.10367255,15777106.023045532,40894.15090686164,11218.333194172563,11218333.194172546,2277321.6384170316,16.869318601933365,True
2024-01-01 10:00:00,1,On-Peak,0.203,261000.0,72.86,46.821,26.039,66537.17495802,66537174.958019994,13507046.51647806,301894.15090686164,73.26009344741057,46.944759910933904,26.29523513297569,77719.73410367256,77719734.10367255,15777106.023045532,40894.15090686164,11182.559145652558,11182559.145652555,2270059.5065674726,16.806483221910064,True
2024-01-01 11:00:00,1,Mid-Peak,0.157,261000.0,72.85,46.818,26.032,66519.28793376,66519287.93376,10443528.20560032,301894.15090686164,73.26009344741057,46.944759910933904,26.29523513297569,77719.73410367256,77719734.10367255,12201998.254276592,40894.15090686164,11200.446169912553,11200446.169912547,1758470.0486762729,16.837892463710656,True
2024-01-01 12:00:00,1,Mid-Peak,0.157,261000.0,72.86,46.814,26.046,66555.06198227999,66555061.98228,10449144.73121796,301894.15090686164,73.26009344741057,46.944759910933904,26.29523513297569,77719.73410367256,77719734.10367255,12201998.254276592,40894.15090686164,11164.672121392563,11164672.121392548,1752853.5230586324,16.775090862908534,True
2024-01-01 13:00:00,1,Mid-Peak,0.157,261000.0,72.86,46.808,26.052,66570.39371736,66570393.71736,10451551.81362552,301894.15090686164,73.26009344741057,46.944759910933904,26.29523513297569,77719.73410367256,77719734.10367255,12201998.254276592,40894.15090686164,11149.340386312557,11149340.386312552,1750446.4406510722,16.748196553635637,True
2024-01-01 14:00:00,1,Mid-Peak,0.157,261000.0,72.86,46.804,26.056,66580.61487408,66580614.87408,10453156.53523056,301894.15090686164,73.26009344741057,46.944759910933904,26.29523513297569,77719.73410367256,77719734.10367255,12201998.254276592,40894.15090686164,11139.119229592558,11139119.229592547,1748841.719046032,16.730273895276156,True
2024-01-01 15:00:00,1,Mid-Peak,0.157,261000.0,72.87,46.805,26.065000000000005,66603.61247670001,66603612.476700015,10456767.158841902,301894.15090686164,73.26009344741057,46.944759910933904,26.29523513297569,77719.73410367256,77719734.10367255,12201998.254276592,40894.15090686164,11116.121626972541,11116121.626972534,1745231.09543469,16.68996802667619,True
2024-01-01 16:00:00,1,Mid-Peak,0.157,261000.0,72.86,46.803,26.057,66583.17016326,66583170.163260005,10453557.71563182,301894.15090686164,73.26009344741057,46.944759910933904,26.29523513297569,77719.73410367256,77719734.10367255,12201998.254276592,40894.15090686164,11136.563940412554,11136563.940412544,1748440.538644772,16.725794090467648,True
2024-01-01 17:00:00,1,On-Peak,0.203,261000.0,72.87,46.799,26.071000000000005,66618.94421178002,66618944.21178001,13523645.674991343,301894.15090686164,73.26009344741057,46.944759910933904,26.29523513297569,77719.73410367256,77719734.10367255,15777106.023045532,40894.15090686164,11100.789891892535,11100789.891892537,2253460.3480541892,16.663112907648934,True
2024-01-01 18:00:00,1,On-Peak,0.203,261000.0,72.88,46.798,26.081999999999997,66647.05239275999,66647052.392759986,13529351.635730278,301894.15090686164,73.26009344741057,46.944759910933904,26.29523513297569,77719.73410367256,77719734.10367255,15777106.023045532,40894.15090686164,11072.68171091257,11072681.710912563,2247754.3873152547,16.61391061327032,True
2024-01-01 19:00:00,1,Off-Peak,0.098,261000.0,72.88,46.793,26.087,66659.82883865999,66659828.83865999,6532663.226188679,252875.73269413944,73.10426786460246,46.81739240053385,26.29523513297569,65100.415649732946,65100415.64973295,6379840.733673829,-8124.267305860558,-1559.413188927043,-1559413.1889270395,-152822.49251485057,-2.3393597254822986,True
2024-01-01 20:00:00,1,Off-Peak,0.098,261000.0,72.88,46.789,26.091,66670.04999537999,66670049.995379984,6533664.899547239,252875.73269413944,73.10426786460246,46.81739240053385,26.29523513297569,65100.415649732946,65100415.64973295,6379840.733673829,-8124.267305860558,-1569.6343456470422,-1569634.345647037,-153824.16587341018,-2.3543320362828783,True
2024-01-01 21:00:00,1,Off-Peak,0.098,261000.0,72.88,46.785,26.095,66680.2711521,66680271.1521,6534666.5729058,252875.73269413944,73.10426786460246,46.81739240053385,26.29523513297569,65100.415649732946,65100415.64973295,6379840.733673829,-8124.267305860558,-1579.855502367056,-1579855.5023670495,-154825.83923197165,-2.369299756990119,True
2024-01-01 22:00:00,1,Off-Peak,0.098,261000.0,72.89,46.787,26.103,66700.71346554,66700713.46554,6536669.91962292,252875.73269413944,73.10426786460246,46.81739240053385,26.29523513297569,65100.415649732946,65100415.64973295,6379840.733673829,-8124.267305860558,-1600.2978158070546,-1600297.815807052,-156829.1859490918,-2.399221436565039,True
2024-01-01 23:00:00,1,Off-Peak,0.098,261000.0,72.89,46.782,26.108000000000004,66713.48991144,66713489.91144001,6537922.011321121,252875.73269413944,73.10426786460246,46.81739240053385,26.29523513297569,65100.415649732946,65100415.64973295,6379840.733673829,-8124.267305860558,-1613.0742617070573,-1613074.26170706,-158081.27764729224,-2.417913174454473,True
2024-01-02 00:00:00,1,Off-Peak,0.098,261000.0,72.91,46.78,26.129999999999995,66769.70627339999,66769706.27339999,6543431.214793199,252875.73269413944,73.10426786460246,46.81739240053385,26.29523513297569,65100.415649732946,65100415.64973295,6379840.733673829,-8124.267305860558,-1669.290623667046,-1669290.623667039,-163590.4811193701,-2.500071839213798,True
2024-01-02 01:00:00,1,Off-Peak,0.098,261000.0,72.92,46.776,26.144000000000005,66805.48032192001,66805480.321920015,6546937.071548162,252875.73269413944,73.10426786460246,46.81739240053385,26.29523513297569,65100.415649732946,65100415.64973295,6379840.733673829,-8124.267305860558,-1705.0646721870653,-1705064.6721870676,-167096.33787433337,-2.552282633057597,True
2024-01-02 02:00:00,1,Off-Peak,0.098,261000.0,72.93,46.78,26.15000000000001,66820.81205700002,66820812.05700002,6548439.581586002,252875.73269413944,73.10426786460246,46.81739240053385,26.29523513297569,65100.415649732946,65100415.64973295,6379840.733673829,-8124.267305860558,-1720.3964072670715,-1720396.4072670713,-168598.84791217372,-2.574641573944855,True
2024-01-02 03:00:00,1,Off-Peak,0.098,261000.0,72.94,46.774,26.166,66861.69668387999,66861696.68387999,6552446.275020239,252875.73269413944,73.10426786460246,46.81739240053385,26.29523513297569,65100.415649732946,65100415.64973295,6379840.733673829,-8124.267305860558,-1761.2810341470395,-1761281.034147039,-172605.5413464103,-2.6342152854336396,True
2024-01-02 04:00:00,1,Off-Peak,0.098,261000.0,72.95,46.769,26.181000000000004,66900.02602158001,66900026.02158001,6556202.550114841,252875.73269413944,73.10426786460246,46.81739240053385,26.29523513297569,65100.415649732946,65100415.64973295,6379840.733673829,-8124.267305860558,-1799.6103718470622,-1799610.3718470633,-176361.81644101255,-2.6899995095167295,True
2024-01-02 05:00:00,1,Off-Peak,0.098,261000.0,72.95,46.77,26.180000000000007,66897.47073240002,66897470.732400015,6555952.131775201,252875.73269413944,73.10426786460246,46.81739240053385,26.29523513297569,65100.415649732946,65100415.64973295,6379840.733673829,-8124.267305860558,-1797.0550826670733,-1797055.0826670676,-176111.39810137264,-2.686282549986919,True
2024-01-02 06:00:00,1,Off-Peak,0.098,261000.0,72.97,46.776,26.194000000000003,66933.24478092001,66933244.78092001,6559457.988530161,252875.73269413944,73.10426786460246,46.81739240053385,26.29523513297569,65100.415649732946,65100415.64973295,6379840.733673829,-8124.267305860558,-1832.8291311870635,-1832829.131187059,-179617.2548563322,-2.738294157389378,True
2024-01-02 07:00:00,1,On-Peak,0.203,261000.0,72.97,46.78,26.19,66923.0236242,66923023.624199994,13585373.7957126,301894.15090686164,73.26009344741057,46.944759910933904,26.29523513297569,77719.73410367256,77719734.10367255,15777106.023045532,40894.15090686164,10796.71047947256,10796710.479472555,2191732.227332933,16.133028507648575,True
2024-01-02 08:00:00,1,On-Peak,0.203,261000.0,73.0,46.782,26.218000000000004,66994.57172124,66994571.72124001,13599898.05941172,301894.15090686164,73.26009344741057,46.944759910933904,26.29523513297569,77719.73410367256,77719734.10367255,15777106.023045532,40894.15090686164,10725.16238243255,10725162.382432543,2177207.963633813,16.0090020831229,True
2024-01-02 09:00:00,1,On-Peak,0.203,261000.0,73.02,46.775,26.245,67063.5645291,67063564.52909999,13613903.5994073,301894.15090686164,73.26009344741057,46.944759910933904,26.29523513297569,77719.73410367256,77719734.10367255,15777106.023045532,40894.15090686164,10656.16957457256,10656169.574572556,2163202.423638232,15.889655805498798,True
2024-01-02 10:00:00,1,On-Peak,0.203,261000.0,73.02,46.763,26.257,67094.22799926001,67094227.99926,13620128.28384978,301894.15090686164,73.26009344741057,46.944759910933904,26.29523513297569,77719.73410367256,77719734.10367255,15777106.023045532,40894.15090686164,10625.506104412547,10625506.104412548,2156977.739195753,15.836691800865147,True
2024-01-02 11:00:00,1,Mid-Peak,0.157,261000.0,73.04,46.763,26.277000000000008,67145.33378286002,67145333.78286003,10541817.403909024,301894.15090686164,73.26009344741057,46.944759910933904,26.29523513297569,77719.73410367256,77719734.10367255,12201998.254276592,40894.15090686164,10574.400320812536,10574400.320812523,1660180.8503675684,15.748525958644993,True
2024-01-02 12:00:00,1,Mid-Peak,0.157,261000.0,73.04,46.775,26.265000000000008,67114.67031270002,67114670.31270002,10537003.239093903,301894.15090686164,73.26009344741057,46.944759910933904,26.29523513297569,77719.73410367256,77719734.10367255,12201998.254276592,40894.15090686164,10605.063790972534,10605063.79097253,1664995.0151826888,15.801409351430214,True
